user_id,anime_id,user_rating,name,genre,type,episodes,anime_avg_rating,members,image_url
19133,10460,8,Kimi to Boku.,School,TV,13,7.85,86196,https://cdn.myanimelist.net/images/anime/4/34949.jpg
42431,2904,9,Code Geass: Hangyaku no Lelouch R2,Drama,TV,25,8.98,572888,https://cdn.myanimelist.net/images/anime/1088/135089.jpg
51852,1575,10,Code Geass: Hangyaku no Lelouch,Action,TV,25,8.83,715151,https://cdn.myanimelist.net/images/anime/1032/135088.jpg
21068,150,7,Blood+,Action,TV,50,7.8,208321,https://cdn.myanimelist.net/images/anime/10/10183.jpg
35428,20021,7,Sword Art Online: Extra Edition,Adventure,Special,1,7.0,121722,https://cdn.myanimelist.net/images/anime/1927/121997.jpg
18181,4214,6,Rosario to Vampire Capu2,Vampire,TV,13,7.24,203958,https://cdn.myanimelist.net/images/anime/6/25093.jpg
10180,31405,8,Joker Game,Military,TV,12,7.21,102560,https://cdn.myanimelist.net/images/anime/9/77523.jpg
17904,24135,7,Nobunaga Concerto,Romance,TV,10,7.79,25167,https://cdn.myanimelist.net/images/anime/6/64519.jpg
29442,1535,9,Death Note,Police,TV,37,8.71,1013917,https://cdn.myanimelist.net/images/anime/1079/138100.jpg
49551,180,10,Vandread,Shounen,TV,13,7.33,53360,https://cdn.myanimelist.net/images/anime/5/75446.jpg
6333,9989,8,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Slice of Life,TV,11,8.62,463835,https://cdn.myanimelist.net/images/anime/5/79697.jpg
6667,121,10,Fullmetal Alchemist,Drama,TV,51,8.33,600384,https://cdn.myanimelist.net/images/anime/10/75815.jpg
15243,8407,10,Sora no Otoshimono: Forte,Sci-Fi,TV,12,7.86,146697,https://cdn.myanimelist.net/images/anime/11/50309.jpg
62198,13271,8,Hunter x Hunter Movie: Phantom Rouge,Action,Movie,1,7.39,44589,https://cdn.myanimelist.net/images/anime/6/53073.jpg
64156,777,8,Hellsing Ultimate,Vampire,OVA,10,8.59,297454,https://cdn.myanimelist.net/images/anime/1012/143965.jpg
34356,2787,8,Shakugan no Shana II (Second),Action,TV,24,7.79,184525,https://cdn.myanimelist.net/images/anime/1827/134365.jpg
59870,5958,8,Sora no Otoshimono,Romance,TV,13,7.68,227681,https://cdn.myanimelist.net/images/anime/1623/151209.jpg
62482,12001,5,One Piece 3D: Gekisou! Trap Coaster,Adventure,Movie,1,7.32,10373,https://cdn.myanimelist.net/images/anime/4/33839.jpg
71632,17074,10,Monogatari Series: Second Season,Romance,TV,26,8.8,205959,https://cdn.myanimelist.net/images/anime/1807/121534.jpg
46773,205,9,Samurai Champloo,Historical,TV,26,8.5,390076,https://cdn.myanimelist.net/images/anime/1370/135212.jpg
50015,1640,4,Angel&#039;s Feather,Shoujo,OVA,2,5.62,14248,https://cdn.myanimelist.net/images/anime/11/65735.jpg
34092,225,9,Dragon Ball GT,Comedy,TV,64,6.72,226625,https://cdn.myanimelist.net/images/anime/1262/93119.jpg
10640,740,10,Bishoujo Senshi Sailor Moon R,Shoujo,TV,43,7.74,73305,https://cdn.myanimelist.net/images/anime/1/740.jpg
6493,4975,8,ChäoS;HEAd,Psychological,TV,12,6.62,174337,https://cdn.myanimelist.net/images/anime/1819/116662.jpg
2666,19221,1,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",Romance,TV,10,7.55,179569,https://cdn.myanimelist.net/images/anime/10/53235.jpg
42591,11013,8,Inu x Boku SS,Romance,TV,12,7.69,216204,https://cdn.myanimelist.net/images/anime/1760/98794.jpg
65836,3367,8,Furusato Japan,Historical,Movie,1,6.94,1464,https://cdn.myanimelist.net/images/anime/1998/112984.jpg
18760,31706,8,Fate/kaleid liner Prisma☆Illya 3rei!!,Fantasy,TV,12,7.62,30457,https://cdn.myanimelist.net/images/anime/7/80834.jpg
59753,7592,8,Nurarihyon no Mago,Shounen,TV,24,7.78,122976,https://cdn.myanimelist.net/images/anime/9/75631.jpg
61808,11761,7,Medaka Box,Action,TV,12,7.21,110042,https://cdn.myanimelist.net/images/anime/13/37947.jpg
32359,21635,5,GJ-bu@,Slice of Life,Special,1,7.34,18894,https://cdn.myanimelist.net/images/anime/10/45995.jpg
63293,27655,10,Aldnoah.Zero 2nd Season,Space,TV,12,7.15,149364,https://cdn.myanimelist.net/images/anime/10/71297.jpg
35497,22199,8,Akame ga Kill!,Fantasy,TV,24,7.84,492133,https://cdn.myanimelist.net/images/anime/1429/95946.jpg
51849,298,8,.hack//Tasogare no Udewa Densetsu,Shounen,TV,12,6.75,47679,https://cdn.myanimelist.net/images/anime/4/78321.jpg
7080,325,7,Peach Girl,Drama,TV,25,7.16,49508,https://cdn.myanimelist.net/images/anime/13/75579.jpg
17640,18671,10,Chuunibyou demo Koi ga Shitai! Ren,Romance,TV,12,7.6,208885,https://cdn.myanimelist.net/images/anime/7/56643.jpg
52994,12293,7,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,Harem,TV,13,7.36,151928,https://cdn.myanimelist.net/images/anime/13/75662.jpg
5779,6714,4,Dragon Ball Z: Atsumare! Gokuu World,Martial Arts,OVA,1,6.76,10044,https://cdn.myanimelist.net/images/anime/2/55203.jpg
49633,79,8,Shuffle!,Harem,TV,24,7.31,158772,https://cdn.myanimelist.net/images/anime/1290/133860.jpg
31166,1313,10,Digimon Adventure 02,Action,TV,50,7.37,120268,https://cdn.myanimelist.net/images/anime/8/20360.jpg
48449,1689,6,Byousoku 5 Centimeter,Drama,Movie,3,8.1,324035,https://cdn.myanimelist.net/images/anime/1410/112994.jpg
19191,15751,8,Senyuu.,Comedy,TV,13,7.49,56815,https://cdn.myanimelist.net/images/anime/6/44858.jpg
22864,4975,8,ChäoS;HEAd,Sci-Fi,TV,12,6.62,174337,https://cdn.myanimelist.net/images/anime/1819/116662.jpg
58251,354,7,UG☆Ultimate Girls,Comedy,TV,12,5.73,6025,https://cdn.myanimelist.net/images/anime/1/2455.jpg
14577,22043,10,Fairy Tail (2014),Comedy,TV,102,8.25,255076,https://cdn.myanimelist.net/images/anime/3/60551.jpg
72347,31043,8,Boku dake ga Inai Machi,Psychological,TV,12,8.65,402381,https://cdn.myanimelist.net/images/anime/10/77957.jpg
64227,3588,7,Soul Eater,Shounen,TV,51,8.08,580184,https://cdn.myanimelist.net/images/anime/1071/149486.jpg
31356,17247,9,Machine-Doll wa Kizutsukanai,Ecchi,TV,12,7.39,136751,https://cdn.myanimelist.net/images/anime/4/56141.jpg
41722,10588,8,Persona 4 the Animation,Supernatural,TV,25,7.68,134942,https://cdn.myanimelist.net/images/anime/4/29107.jpg
64914,11771,8,Kuroko no Basket,Shounen,TV,25,8.46,338315,https://cdn.myanimelist.net/images/anime/11/50453.jpg
50804,165,10,RahXephon,Drama,TV,26,7.55,66751,https://cdn.myanimelist.net/images/anime/13/75168.jpg
48097,2993,5,Rosario to Vampire,Vampire,TV,13,7.14,299278,https://cdn.myanimelist.net/images/anime/12/75242.jpg
3114,5678,7,Kobato.,Drama,TV,24,8.09,88986,https://cdn.myanimelist.net/images/anime/8/79838.jpg
13121,16524,8,Suisei no Gargantia,Adventure,TV,13,7.64,170754,https://cdn.myanimelist.net/images/anime/11/48817.jpg
40985,16732,8,Kiniro Mosaic,School,TV,12,7.41,78131,https://cdn.myanimelist.net/images/anime/1793/117610.jpg
64453,19163,8,Date A Live II,Comedy,TV,10,7.5,186187,https://cdn.myanimelist.net/images/anime/1690/141818.jpg
10877,1195,10,Zero no Tsukaima,Romance,TV,13,7.62,346828,https://cdn.myanimelist.net/images/anime/8/20680.jpg
8087,3712,7,Zero no Tsukaima: Princesses no Rondo,School,TV,12,7.6,210891,https://cdn.myanimelist.net/images/anime/6/10256.jpg
55142,1894,10,Yu☆Gi☆Oh!: Hikari no Pyramid,Game,Movie,1,6.68,37398,https://cdn.myanimelist.net/images/anime/1404/135902.jpg
59065,5909,10,Seitokai no Ichizon,Harem,TV,12,7.52,110470,https://cdn.myanimelist.net/images/anime/7/19646.jpg
48199,8709,6,Pokemon: Pikachu Koori no Daibouken,Fantasy,Special,1,6.66,3447,https://cdn.myanimelist.net/images/anime/10/24008.jpg
41526,9890,10,Major: Message,Drama,OVA,1,8.36,12282,https://cdn.myanimelist.net/images/anime/11/75219.jpg
35653,8917,8,Mouretsu Pirates,Sci-Fi,TV,26,7.24,48245,https://cdn.myanimelist.net/images/anime/1753/134881.jpg
46,31741,9,Magi: Sinbad no Bouken (TV),Magic,TV,13,8.22,73480,https://cdn.myanimelist.net/images/anime/10/78783.jpg
8487,20507,9,Noragami,Shounen,TV,12,8.17,515378,https://cdn.myanimelist.net/images/anime/1886/128266.jpg
59537,13759,6,Sakurasou no Pet na Kanojo,School,TV,24,8.4,380375,https://cdn.myanimelist.net/images/anime/4/43643.jpg
57821,468,7,Ghost in the Shell 2: Innocence,Sci-Fi,Movie,1,7.93,85714,https://cdn.myanimelist.net/images/anime/10/75628.jpg
54429,1563,9,Magic Knight Rayearth II,Adventure,TV,29,7.61,19209,https://cdn.myanimelist.net/images/anime/1336/135527.jpg
70585,28497,9,Rokka no Yuusha,Action,TV,12,7.63,218747,https://cdn.myanimelist.net/images/anime/9/74374.jpg
54043,4550,8,Hyakko,Slice of Life,TV,13,7.34,33112,https://cdn.myanimelist.net/images/anime/1606/137514.jpg
72171,17115,7,Pokemon Best Wishes! Season 2: Episode N,Comedy,TV,14,7.04,13647,https://cdn.myanimelist.net/images/anime/1922/140256.jpg
48452,853,8,Ouran Koukou Host Club,Romance,TV,26,8.39,422271,https://cdn.myanimelist.net/images/anime/2/71992.jpg
13509,28447,6,Shingeki no Bahamut: Genesis Recap,Action,Special,1,6.21,6785,https://cdn.myanimelist.net/images/anime/3/68709.jpg
43652,31283,5,Bikini Warriors Special,Fantasy,Special,1,5.5,5191,https://cdn.myanimelist.net/images/anime/12/78515.jpg
58037,6171,7,Saint Seiya: The Lost Canvas - Meiou Shinwa,Supernatural,OVA,13,8.24,40355,https://cdn.myanimelist.net/images/anime/8/75546.jpg
67938,7580,10,Ikkitousen: Xtreme Xecutor,School,TV,12,6.95,28260,https://cdn.myanimelist.net/images/anime/2/18209.jpg
23573,10079,7,Hoshizora e Kakaru Hashi,Romance,TV,12,7.04,85178,https://cdn.myanimelist.net/images/anime/3/73521.jpg
60537,28677,8,Yamada-kun to 7-nin no Majo (TV),Mystery,TV,12,7.91,193566,https://cdn.myanimelist.net/images/anime/2/73700.jpg
22066,18893,8,Aoki Hagane no Arpeggio: Ars Nova,Sci-Fi,TV,12,7.55,84708,https://cdn.myanimelist.net/images/anime/6/56143.jpg
30133,10620,9,Mirai Nikki (TV),Thriller,TV,26,8.07,657190,https://cdn.myanimelist.net/images/anime/13/33465.jpg
46040,4382,9,Suzumiya Haruhi no Yuuutsu (2009),Slice of Life,TV,14,7.28,243448,https://cdn.myanimelist.net/images/anime/8/75377.jpg
3363,29758,9,Taboo Tattoo,Mystery,TV,12,6.11,99460,https://cdn.myanimelist.net/images/anime/12/80197.jpg
65626,20,10,Naruto,Action,TV,220,7.81,683297,https://cdn.myanimelist.net/images/anime/1141/142503.jpg
11077,65,7,Rozen Maiden: Träumend,Action,TV,12,7.78,72645,https://cdn.myanimelist.net/images/anime/4/10242.jpg
19804,16498,9,Shingeki no Kyojin,Fantasy,TV,25,8.54,896229,https://cdn.myanimelist.net/images/anime/10/47347.jpg
68077,6213,8,Toaru Kagaku no Railgun,Sci-Fi,TV,24,7.87,231079,https://cdn.myanimelist.net/images/anime/8/53581.jpg
26066,7059,10,Black★Rock Shooter (OVA),School,OVA,1,7.24,130665,https://cdn.myanimelist.net/images/anime/6/22417.jpg
42826,31442,7,Musaigen no Phantom World,Supernatural,TV,13,7.03,168482,https://cdn.myanimelist.net/images/anime/4/78339.jpg
20308,1575,10,Code Geass: Hangyaku no Lelouch,School,TV,25,8.83,715151,https://cdn.myanimelist.net/images/anime/1032/135088.jpg
35687,1943,5,Paprika,Mystery,Movie,1,8.15,163308,https://cdn.myanimelist.net/images/anime/1929/93629.jpg
27662,7739,3,11eyes: Momoiro Genmutan,Supernatural,Special,1,6.25,28144,https://cdn.myanimelist.net/images/anime/12/22784.jpg
8300,30276,9,One Punch Man,Super Power,TV,12,8.82,552458,https://cdn.myanimelist.net/images/anime/12/76049.jpg
37742,30544,6,Gakusen Toshi Asterisk,Comedy,TV,12,7.14,168657,https://cdn.myanimelist.net/images/anime/5/76034.jpg
55208,1575,10,Code Geass: Hangyaku no Lelouch,Mecha,TV,25,8.83,715151,https://cdn.myanimelist.net/images/anime/1032/135088.jpg
16372,22535,10,Kiseijuu: Sei no Kakuritsu,Action,TV,24,8.59,425457,https://cdn.myanimelist.net/images/anime/3/73178.jpg
64592,8525,10,Kami nomi zo Shiru Sekai,Shounen,TV,12,7.95,284846,https://cdn.myanimelist.net/images/anime/2/43361.jpg
22335,227,6,FLCL,Dementia,OVA,6,8.06,305165,https://cdn.myanimelist.net/images/anime/7/77356.jpg
10368,121,10,Fullmetal Alchemist,Fantasy,TV,51,8.33,600384,https://cdn.myanimelist.net/images/anime/10/75815.jpg
67014,1088,8,Macross,Action,TV,36,8.07,44157,https://cdn.myanimelist.net/images/anime/1553/137717.jpg
987,10079,7,Hoshizora e Kakaru Hashi,Harem,TV,12,7.04,85178,https://cdn.myanimelist.net/images/anime/3/73521.jpg
10475,2251,9,Baccano!,Action,TV,13,8.54,363215,https://cdn.myanimelist.net/images/anime/3/14547.jpg
41250,20031,10,D-Frag!,Seinen,TV,12,7.75,154548,https://cdn.myanimelist.net/images/anime/1662/112108.jpg
20686,7337,7,"Hetalia Axis Powers Movie: Paint it, White",Parody,Movie,1,7.47,36986,https://cdn.myanimelist.net/images/anime/6/30761.jpg
71362,20853,7,Hitsugi no Chaika,Romance,TV,12,7.47,164510,https://cdn.myanimelist.net/images/anime/4/61781.jpg
47785,164,9,Mononoke Hime,Action,Movie,1,8.81,339556,https://cdn.myanimelist.net/images/anime/1355/147277.jpg
15256,30,10,Neon Genesis Evangelion,Mecha,TV,26,8.32,461946,https://cdn.myanimelist.net/images/anime/1314/108941.jpg
22835,29095,9,Grisaia no Rakuen,Drama,TV,10,8.08,111962,https://cdn.myanimelist.net/images/anime/8/72855.jpg
19080,1575,10,Code Geass: Hangyaku no Lelouch,School,TV,25,8.83,715151,https://cdn.myanimelist.net/images/anime/1032/135088.jpg
69239,11111,8,Another,Thriller,TV,12,7.88,534657,https://cdn.myanimelist.net/images/anime/4/75509.jpg
23373,13367,5,"Kono Naka ni Hitori, Imouto ga Iru!",Harem,TV,12,6.85,92252,https://cdn.myanimelist.net/images/anime/5/75534.jpg
44102,7148,8,Ladies versus Butlers!,Seinen,TV,12,6.87,94820,https://cdn.myanimelist.net/images/anime/7/75252.jpg
44387,467,10,Ghost in the Shell: Stand Alone Complex,Military,TV,26,8.47,194491,https://cdn.myanimelist.net/images/anime/11/50857.jpg
31889,9074,9,Arakawa Under the Bridge x Bridge,Romance,TV,13,7.85,80394,https://cdn.myanimelist.net/images/anime/1851/98621.jpg
71886,17265,10,Log Horizon,Fantasy,TV,25,8.14,387100,https://cdn.myanimelist.net/images/anime/5/84004.jpg
63635,4898,9,Kuroshitsuji,Demons,TV,24,8.06,424919,https://cdn.myanimelist.net/images/anime/1467/137783.jpg
6417,237,9,Eureka Seven,Adventure,TV,50,8.19,239570,https://cdn.myanimelist.net/images/anime/12/34443.jpg
52970,8525,3,Kami nomi zo Shiru Sekai,Comedy,TV,12,7.95,284846,https://cdn.myanimelist.net/images/anime/2/43361.jpg
44349,157,7,Mahou Sensei Negima!,School,TV,26,7.11,76253,https://cdn.myanimelist.net/images/anime/12/89535.jpg
51245,3503,5,Kanokon,Ecchi,TV,12,6.74,122288,https://cdn.myanimelist.net/images/anime/11/9490.jpg
38152,9919,10,Ao no Exorcist,Action,TV,25,7.92,583823,https://cdn.myanimelist.net/images/anime/10/75195.jpg
43640,3972,8,Yu☆Gi☆Oh! 5D&#039;s,Shounen,TV,154,7.52,47119,https://cdn.myanimelist.net/images/anime/1667/103658.jpg
1344,20359,7,Yamada-kun to 7-nin no Majo,Comedy,ONA,1,7.37,23937,https://cdn.myanimelist.net/images/anime/2/73700.jpg
12837,25157,7,Trinity Seven,Comedy,TV,12,7.43,208796,https://cdn.myanimelist.net/images/anime/12/67795.jpg
69347,9989,9,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Supernatural,TV,11,8.62,463835,https://cdn.myanimelist.net/images/anime/5/79697.jpg
70938,5667,8,To LOVE-Ru OVA,Harem,OVA,6,7.51,79923,https://cdn.myanimelist.net/images/anime/2/17923.jpg
28180,3958,8,Kannagi,Shounen,TV,13,7.43,94202,https://cdn.myanimelist.net/images/anime/3/19724.jpg
31870,24415,8,Kuroko no Basket 3rd Season,School,TV,25,8.62,184525,https://cdn.myanimelist.net/images/anime/4/68299.jpg
25871,120,8,Fruits Basket,Comedy,TV,26,7.8,242553,https://cdn.myanimelist.net/images/anime/4/75204.jpg
45974,8074,10,Highschool of the Dead,Action,TV,12,7.46,535892,https://cdn.myanimelist.net/images/anime/11/78311.jpg
19430,721,8,Princess Tutu,Magic,TV,38,8.23,73218,https://cdn.myanimelist.net/images/anime/1145/93646.jpg
11977,181,7,Vandread: The Second Stage,Space,TV,13,7.54,36264,https://cdn.myanimelist.net/images/anime/4/75447.jpg
51661,279,5,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,Mystery,TV,13,7.27,20859,https://cdn.myanimelist.net/images/anime/2/30681.jpg
70360,16498,4,Shingeki no Kyojin,Drama,TV,25,8.54,896229,https://cdn.myanimelist.net/images/anime/10/47347.jpg
26999,28805,8,Bakemono no Ko,Adventure,Movie,1,8.58,80825,https://cdn.myanimelist.net/images/anime/11/73540.jpg
13337,20221,7,Minami-ke Natsuyasumi,Slice of Life,OVA,1,7.44,9580,https://cdn.myanimelist.net/images/anime/5/64505.jpg
65305,269,9,Bleach,Shounen,TV,366,7.95,624055,https://cdn.myanimelist.net/images/anime/1541/147774.jpg
552,9863,10,SKET Dance,School,TV,77,8.36,101027,https://cdn.myanimelist.net/images/anime/9/73974.jpg
9777,25099,9,Ore ga Ojousama Gakkou ni &quot;Shomin Sample&quot; Toshite Gets♥Sareta Ken,Romance,TV,12,7.06,77774,https://cdn.myanimelist.net/images/anime/9/76542.jpg
45457,121,10,Fullmetal Alchemist,Drama,TV,51,8.33,600384,https://cdn.myanimelist.net/images/anime/10/75815.jpg
53896,13535,8,Binbougami ga!,Supernatural,TV,13,7.88,117091,https://cdn.myanimelist.net/images/anime/8/39333.jpg
20005,7769,8,Ookami-san to Shichinin no Nakama-tachi,Romance,TV,12,7.38,145982,https://cdn.myanimelist.net/images/anime/9/75240.jpg
23069,9675,8,Kami nomi zo Shiru Sekai: Flag 0,Supernatural,OVA,1,6.97,35753,https://cdn.myanimelist.net/images/anime/11/26824.jpg
20427,10624,6,Mardock Scramble: The Second Combustion,Action,Movie,1,7.5,23866,https://cdn.myanimelist.net/images/anime/1791/112725.jpg
34116,25157,8,Trinity Seven,Romance,TV,12,7.43,208796,https://cdn.myanimelist.net/images/anime/12/67795.jpg
26481,20545,6,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA,Fantasy,OVA,1,6.92,20680,https://cdn.myanimelist.net/images/anime/1624/112109.jpg
53892,3457,9,Vampire Knight,Shoujo,TV,13,7.4,286826,https://cdn.myanimelist.net/images/anime/3/7327.jpg
31354,23273,10,Shigatsu wa Kimi no Uso,School,TV,22,8.92,416397,https://cdn.myanimelist.net/images/anime/1405/143284.jpg
22022,4999,7,Asu no Yoichi!,Shounen,TV,12,7.02,110748,https://cdn.myanimelist.net/images/anime/6/20621.jpg
13052,24701,10,Mushishi Zoku Shou 2nd Season,Mystery,TV,10,8.88,75894,https://cdn.myanimelist.net/images/anime/9/68095.jpg
47535,5114,10,Fullmetal Alchemist: Brotherhood,Fantasy,TV,64,9.26,793665,https://cdn.myanimelist.net/images/anime/1208/94745.jpg
10053,23321,8,Log Horizon 2nd Season,Action,TV,25,7.66,215817,https://cdn.myanimelist.net/images/anime/5/68097.jpg
66694,3712,6,Zero no Tsukaima: Princesses no Rondo,Harem,TV,12,7.6,210891,https://cdn.myanimelist.net/images/anime/6/10256.jpg
27820,2494,5,Goshuushou-sama Ninomiya-kun,Comedy,TV,12,6.91,63370,https://cdn.myanimelist.net/images/anime/6/75603.jpg
69810,19163,7,Date A Live II,Sci-Fi,TV,10,7.5,186187,https://cdn.myanimelist.net/images/anime/1690/141818.jpg
68678,19775,8,Sidonia no Kishi,Mecha,TV,12,7.87,118341,https://cdn.myanimelist.net/images/anime/12/53257.jpg
22732,6791,8,Kanokon: Manatsu no Dai Shanikusai,Slice of Life,OVA,2,6.74,25804,https://cdn.myanimelist.net/images/anime/13/80506.jpg
66133,33,8,Berserk,Supernatural,TV,25,8.4,226430,https://cdn.myanimelist.net/images/anime/10/79352.jpg
33780,8525,7,Kami nomi zo Shiru Sekai,Supernatural,TV,12,7.95,284846,https://cdn.myanimelist.net/images/anime/2/43361.jpg
48127,777,10,Hellsing Ultimate,Supernatural,OVA,10,8.59,297454,https://cdn.myanimelist.net/images/anime/1012/143965.jpg
10329,1530,10,Kanon (2006),Drama,TV,24,8.17,163171,https://cdn.myanimelist.net/images/anime/1362/128746.jpg
23695,2167,8,Clannad,Slice of Life,TV,23,8.3,566690,https://cdn.myanimelist.net/images/anime/1804/95033.jpg
41353,853,8,Ouran Koukou Host Club,Shoujo,TV,26,8.39,422271,https://cdn.myanimelist.net/images/anime/2/71992.jpg
183,9724,9,Break Blade 5: Shisen no Hate,Shounen,Movie,1,7.96,40053,https://cdn.myanimelist.net/images/anime/9/68087.jpg
19643,9366,7,Kaichou wa Maid-sama!: Omake dayo!,School,Special,1,7.55,52752,https://cdn.myanimelist.net/images/anime/3/29438.jpg
54800,3019,8,Lupin III: Kiri no Elusive,Shounen,Special,1,7.06,2693,https://cdn.myanimelist.net/images/anime/6/34793.jpg
46316,23333,7,DRAMAtical Murder,Super Power,TV,12,6.32,80121,https://cdn.myanimelist.net/images/anime/6/75642.jpg
29090,3652,7,Higurashi no Naku Koro ni Rei,Mystery,OVA,5,7.56,99463,https://cdn.myanimelist.net/images/anime/4/14113.jpg
59788,934,9,Higurashi no Naku Koro ni,Supernatural,TV,26,8.17,359494,https://cdn.myanimelist.net/images/anime/12/19634.jpg
7608,1944,9,Photon,Ecchi,OVA,6,7.21,7935,https://cdn.myanimelist.net/images/anime/1984/94161.jpg
62121,25781,10,Shingeki no Kyojin: Kuinaki Sentaku,Shoujo,OVA,2,8.45,92543,https://cdn.myanimelist.net/images/anime/8/69497.jpg
67895,2001,10,Tengen Toppa Gurren Lagann,Action,TV,27,8.78,562962,https://cdn.myanimelist.net/images/anime/4/5123.jpg
26544,59,9,Chobits,Comedy,TV,26,7.57,266846,https://cdn.myanimelist.net/images/anime/4/24648.jpg
60704,5114,10,Fullmetal Alchemist: Brotherhood,Fantasy,TV,64,9.26,793665,https://cdn.myanimelist.net/images/anime/1208/94745.jpg
53403,3358,7,Kure-nai,Drama,TV,12,7.52,59099,https://cdn.myanimelist.net/images/anime/2/8482.jpg
784,323,6,Mousou Dairinin,Mystery,TV,13,7.74,137687,https://cdn.myanimelist.net/images/anime/7/10240.jpg
35486,14741,9,Chuunibyou demo Koi ga Shitai!,Comedy,TV,12,7.95,394399,https://cdn.myanimelist.net/images/anime/1905/142840.jpg
29131,29067,10,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,Comedy,TV,13,7.49,73285,https://cdn.myanimelist.net/images/anime/9/73595.jpg
17966,30,4,Neon Genesis Evangelion,Mecha,TV,26,8.32,461946,https://cdn.myanimelist.net/images/anime/1314/108941.jpg
51062,11979,10,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,Thriller,Movie,1,8.49,85361,https://cdn.myanimelist.net/images/anime/12/77732.jpg
27419,8074,6,Highschool of the Dead,Action,TV,12,7.46,535892,https://cdn.myanimelist.net/images/anime/11/78311.jpg
35863,30307,9,Monster Musume no Iru Nichijou,Comedy,TV,12,7.39,181845,https://cdn.myanimelist.net/images/anime/9/75104.jpg
53276,2473,4,Ginga Ojousama Densetsu Yuna: Kanashimi no Siren,Comedy,OVA,2,6.24,1748,https://cdn.myanimelist.net/images/anime/1402/94331.jpg
43991,10620,7,Mirai Nikki (TV),Action,TV,26,8.07,657190,https://cdn.myanimelist.net/images/anime/13/33465.jpg
51723,3470,10,Special A,Comedy,TV,24,7.78,173603,https://cdn.myanimelist.net/images/anime/8/77363.jpg
19437,2787,8,Shakugan no Shana II (Second),Fantasy,TV,24,7.79,184525,https://cdn.myanimelist.net/images/anime/1827/134365.jpg
55010,1536,10,Busou Renkin,School,TV,26,7.51,104607,https://cdn.myanimelist.net/images/anime/6/75566.jpg
66314,594,8,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,Shounen,Special,1,6.83,52264,https://cdn.myanimelist.net/images/anime/11/20921.jpg
18310,6702,8,Fairy Tail,Action,TV,175,8.22,584590,https://cdn.myanimelist.net/images/anime/5/18179.jpg
10314,380,6,Fushigi Yuugi OVA,Historical,OVA,3,7.26,14863,https://cdn.myanimelist.net/images/anime/1171/92443.jpg
28781,270,8,Hellsing,Supernatural,TV,13,7.64,308995,https://cdn.myanimelist.net/images/anime/10/19956.jpg
57490,304,5,Aa! Megami-sama! Movie,Romance,Movie,1,7.65,29330,https://cdn.myanimelist.net/images/anime/5/71211.jpg
27625,4224,9,Toradora!,Comedy,TV,25,8.45,633817,https://cdn.myanimelist.net/images/anime/13/22128.jpg
22770,3000,9,Taiho Shichau zo: Full Throttle,Shounen,TV,23,7.3,5134,https://cdn.myanimelist.net/images/anime/4/21616.jpg
61072,721,7,Princess Tutu,Magic,TV,38,8.23,73218,https://cdn.myanimelist.net/images/anime/1145/93646.jpg
26338,4725,9,Ga-Rei: Zero,Super Power,TV,12,7.78,145102,https://cdn.myanimelist.net/images/anime/9/83975.jpg
36008,25397,6,Absolute Duo,Harem,TV,12,6.78,168811,https://cdn.myanimelist.net/images/anime/4/68839.jpg
17331,11123,4,Sekaiichi Hatsukoi 2,Drama,TV,12,8.31,69253,https://cdn.myanimelist.net/images/anime/8/34871.jpg
7415,2904,10,Code Geass: Hangyaku no Lelouch R2,Super Power,TV,25,8.98,572888,https://cdn.myanimelist.net/images/anime/1088/135089.jpg
24052,2251,10,Baccano!,Mystery,TV,13,8.54,363215,https://cdn.myanimelist.net/images/anime/3/14547.jpg
3262,14467,7,K,Action,TV,13,7.73,297051,https://cdn.myanimelist.net/images/anime/3/47607.jpg
70549,32182,9,Mob Psycho 100,Slice of Life,TV,12,8.55,193716,https://cdn.myanimelist.net/images/anime/8/80356.jpg
70197,6325,7,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,Super Power,Movie,1,7.5,83515,https://cdn.myanimelist.net/images/anime/1493/116732.jpg
17602,6045,8,Kimi ni Todoke,School,TV,25,8.19,309339,https://cdn.myanimelist.net/images/anime/1502/124384.jpg
32412,1195,8,Zero no Tsukaima,Ecchi,TV,13,7.62,346828,https://cdn.myanimelist.net/images/anime/8/20680.jpg
72785,28497,9,Rokka no Yuusha,Magic,TV,12,7.63,218747,https://cdn.myanimelist.net/images/anime/9/74374.jpg
60488,16498,7,Shingeki no Kyojin,Drama,TV,25,8.54,896229,https://cdn.myanimelist.net/images/anime/10/47347.jpg
46101,19815,8,No Game No Life,Ecchi,TV,12,8.47,602291,https://cdn.myanimelist.net/images/anime/1074/111944.jpg
